x,y
46325,250635
414483,369111
348639,106871
15556,302469
192211,65336
18203,208524
310484,289605
372912,317769
473103,11560
97310,285374
117308,277553
487132,422787
31749,359606
290857,260521
387518,120778
212486,463948
373522,352440
322141,46868
210814,50749
26367,69480
60982,218464
146316,362832
410982,402831
457611,176229
301812,68247
288442,66167
45152,497503
438815,86618
192237,380898
317916,91566
2329,309735
389025,178154
358376,328159
159740,17221
416319,434618
218731,138048
476012,3462
265202,291507
21155,360837
289448,113778
121892,261161
211660,42940
45624,141551
323221,479969
221721,206614
144711,487693
344945,72058
102881,270676
30555,127665
198739,89660
428422,255266
50060,204578
49112,385981
282482,245898
21103,331866
331211,187686
393283,412594
220184,257762
87015,201716
491298,305354
126894,161029
478380,296377
72746,201495
157448,119263
412143,356997
324325,94702
150294,269672
127654,140801
111518,279385
55790,498600
332654,4164
181592,323125
229845,152645
291971,454621
175025,401601
130474,480235
300814,205571
310353,481159
361383,481074
287707,260990
50536,460364
63897,344814
448020,25858
96317,218832
61026,264911
127596,112867
180226,316981
498962,117137
344286,447318
256144,134496
105787,41068
300752,16887
208927,191813
115897,430122
387916,103999
433854,295973
408970,451484
143120,271601
134500,67842
160276,35717
256936,283698
86575,16493
329810,412162
11262,264655
237986,422937
343075,484640
116105,156999
443321,267010
108259,22655
280072,54232
146623,333202
357492,284040
127578,410248
171152,46475
254184,474781
79344,124564
482612,460758
281020,367290
449760,48127
255712,119460
148613,499779
276672,466032
123678,134439
250665,478560
139744,365411
148515,499106
339297,10558
152898,294427
207482,414245
369788,426639
197895,459751
233973,167055
135723,335408
207862,223039
367952,414304
133564,360835
177228,76744
108556,62469
380895,19360
427428,70150
404665,224040
75693,32191
32824,239353
19084,301266
16367,284678
317304,100914
265635,319061
197255,39724
175407,387156
171969,437616
97927,358905
80213,246112
402105,188763
307018,351347
104143,216390
427245,462950
495985,399743
196106,92417
325832,400053
443286,183042
331549,250784
350697,179112
26784,473913
392169,27005
58757,304533
202817,394304
195976,484446
468592,132431
459473,182544
424350,236078
163859,84397
498570,368534
13806,441534
372830,15261
429780,372039
227012,116893
90057,363238
335442,328420
448419,280839
141312,90072
368817,114791
225083,63397
305464,140259
291441,2628
127321,365052
18957,483849
184686,237161
206461,281385
388531,1529
91022,387590
128321,154052
227289,191353
94453,489580
322583,389819
148048,32597
465392,498672
301079,105598
404849,217104
146555,250044
495100,96819
72339,104914
204889,343257
124613,290958
345131,9107
433444,98434
175933,77905
167442,125182
202107,250409
236359,362407
360764,223265
152842,162422
94333,84153
21372,9487
380554,99576
160468,232636
43125,407857
371012,488326
472521,49041
378683,382640
228343,145672
443364,383888
488591,461778
121996,122826
142124,472353
348673,389450
260998,81961
315989,236862
407019,191975
267778,94766
136839,237871
50087,110649
213183,488145
242897,493293
54878,423046
345333,85570
386919,311293
251641,202516
266121,224573
111250,341052
321040,343478
206312,385610
65432,19176
419414,472096
18237,271759
422062,372014
99630,93578
73210,114213
140127,87622
205212,440378
228638,296876
17302,30650
193149,318980
186054,252964
185006,441125
474473,398760
364941,121274
270113,99578
403447,102130
204689,186002
179800,330339
161605,370563
135746,117020
117678,103413
445177,381094
292459,305186
431852,79831
420707,56010
457726,460563
499407,477236
454530,265406
311893,260961
393125,388707
301262,195118
182565,11258
204777,306406
492384,326137
260713,383393
93863,282362
94569,67582
291153,379557
213696,78424
463500,115834
225856,480040
175598,333853
313496,83702
2345,184574
67449,460669
341437,32579
496885,43291
372360,364789
36675,86161
382489,491940
390687,363773
250018,335992
113263,263410
442059,283701
74849,69457
65186,201993
173520,403078
38672,321974
325189,298433
370088,128279
378809,461327
258969,280272
365337,371220
482915,26806
380418,185095
308358,213464
36556,372075
474325,411337
474563,28038
199658,217643
169488,273791
339379,428858
123895,132441
81098,466674
287514,266534
266530,93309
452826,385258
319965,225981
106301,303566
440059,238739
49803,213500
312780,140105
477970,429054
73319,258850
462058,181902
458867,388476
122067,102297
344130,51487
437370,217877
297054,124613
56635,83707
20091,492678
306368,46179
325452,333566
279655,325948
89746,5405
184065,256964
402959,482284
337719,131882
435257,5943
320711,155613
74730,76987
230445,288817
311763,411149
477981,479534
218161,33988
413836,141332
483224,101796
499886,151503
371020,10664
462777,395794
344494,484363
416809,313683
466579,57331
227102,160292
432817,466683
229919,222953
250098,456092
226273,45051
76747,207959
46787,228120
365287,609
149617,20004
221692,278155
170952,341408
471615,110349
212985,253125
164627,80751
460231,278525
325628,423860
491626,414655
30642,465091
382038,310725
431121,453011
489397,8299
241997,291442
258065,26630
78211,190546
177518,33087
139371,212689
125940,28523
81417,20419
469354,264296
394147,480030
388605,323222
228301,281026
406401,174991
215680,159139
489967,160004
190729,341044
441740,322006
456253,449202
410826,431694
285098,411402
24519,145754
453353,20040
198963,378148
260048,163869
357776,383920
415076,684
402482,159793
413259,70737
135365,391913
50623,25518
432910,384380
407359,211572
297098,107279
446240,180810
450322,54467
100768,32861
465632,380520
22811,213348
218027,268959
397366,119695
239182,313264
9241,319404
439304,478084
177370,230293
140220,318624
148244,247001
462008,330527
127895,35397
408658,452747
176248,420751
212303,470328
11945,461279
257085,451101
77220,165115
189376,279792
117313,122189
406282,129660
152998,499891
68515,119361
466750,115266
140617,20137
203426,178808
364272,48354
242196,260925
86890,475261
197099,181173
388066,317314
195081,122725
275331,62638
314696,485279
56341,189610
109522,180555
458055,226857
52112,377780
331208,374974
69402,269037
302031,92727
413390,413790
219099,416314
276444,99791
31509,235418
204285,274511
206866,21334
35619,81825
140180,54702
366988,205508
290863,19907
303504,126078
93833,144618
11450,412708
315195,37421
200340,149992
327732,227902
119130,295808
227549,359929
399953,45551
37591,207573
334544,488626
371808,497542
263484,250825
178357,367282
150930,495168
10450,73933
323422,246904
379476,225620
93896,118519
305439,240003
270062,270793
262075,84723
106124,48274
36089,323604
230680,318193
77396,300898
491754,112882
229459,11207
257304,70928
100106,111181
53856,183492
313344,51070
350847,284975
367724,210650
163135,254945
39097,369012
94573,360707
214248,473930
289767,367239
149460,237535
305140,139817
41872,238710
74766,162018
176589,129197
13915,300202
221880,412340
5466,346151
253600,43560
284472,102326
27125,112049
68482,368501
486860,248148
125236,358250
407807,285013
76432,64244
321649,319661
232555,436140
194351,70596
152801,320151
235218,167436
253897,469995
81953,311514
30818,83547
99764,320960
291437,274945
188659,41803
409813,192967
418780,124407
218281,492307
3492,274154
445738,369932
117749,323668
144223,418221
127317,42817
10086,98917
446567,392504
176037,268039
134827,486931
460862,445269
135360,251675
90209,159781
284586,285183
248316,431789
381935,131857
54958,128144
247835,127805
273849,9444
306755,105671
294421,57311
153382,85152
317921,297503
15055,39332
413236,8307
191384,434196
205842,62633
161225,175723
272250,20116
6878,410782
77212,301945
446214,220405
307016,250967
9512,403489
90561,167504
105120,186009
423825,358168
264742,123317
463414,480602
493231,246566
88282,289185
52302,165392
333408,394666
203155,398245
240762,189507
388691,44351
140184,90560
411016,127865
181754,247066
108783,115434
234023,127172
120431,146080
307158,139948
124953,122293
71050,19881
494731,275312
22010,107591
289103,152859
480686,165837
339649,68829
155526,130567
207309,228083
411668,293109
296406,120783
212394,158991
452916,246477
151822,265587
145845,438510
14314,33805
482019,340755
311743,489857
350054,498392
172154,46936
414689,422986
201855,400869
300375,263334
92930,114067
326480,361936
202836,476941
246135,409389
264506,434537
13755,84669
116058,321490
269109,65080
421103,118896
228265,349124
175803,78230
241317,369200
110108,68200
423526,329265
215095,265767
70266,271670
261137,309243
425633,393929
167805,46524
198765,347653
385871,84348
127624,257231
421263,421620
201524,200690
433482,111562
365165,258715
164194,14140
377931,112013
261093,391212
450244,24418
339771,375111
313390,415104
217881,429011
70370,445299
33650,332117
52412,258412
437805,267933
153727,138262
110770,411599
19605,217776
363294,192910
33204,214508
74519,429126
4092,244740
247641,413622
167069,79091
94606,470969
416918,291543
274204,449904
251608,135585
263352,80173
48553,10902
488152,337342
422180,2854
251334,43796
495869,9606
115601,102160
12098,164428
378270,154249
110718,35687
349307,121980
348727,299608
404340,68080
109591,66705
15294,157988
184231,153256
344433,136344
100375,272407
453043,358325
458779,120372
105391,289818
38544,328488
43877,172164
335100,261422
470779,162488
430130,194667
212881,236720
274293,257700
352913,405249
494612,340416
278341,367621
205204,133819
141347,275497
487371,28675
114788,23733
228328,430611
335218,140787
89585,471914
2335,147038
259204,156519
447026,169321
20735,400003
113405,300200
2170,372139
175946,493823
444466,477049
394644,113350
316737,479694
291793,44469
265545,262094
241357,28050
393072,240888
317298,499540
66212,303744
180579,474674
414847,342922
135688,91149
330662,256101
482052,367831
292716,365858
267042,341567
361108,11088
339694,236667
279859,52982
150432,202768
305492,365932
245522,366880
269557,87766
226963,27920
456974,384957
53621,479477
344210,472844
338912,161915
187886,456100
435753,256722
338574,160508
472445,306325
141471,16825
163864,125784
49263,146470
325586,339533
349872,232688
331129,146611
218844,439841
331354,151388
314163,128759
163288,330106
137247,143616
117759,211333
302009,407795
155442,413771
495492,228270
236000,206836
99542,4136
331061,382961
127735,458355
230637,39393
247811,62160
146308,286336
235145,228686
199817,420620
433462,261472
47697,469204
472684,238298
61351,330240
274283,31944
233345,259511
402610,315691
163278,432529
322686,425553
337995,497690
180113,247088
261109,142816
339502,474430
120056,82777
49569,139088
393702,161235
397244,405901
371300,419897
338491,153807
356414,34047
53897,121941
254427,200459
201340,141127
485067,441280
435483,62248
225052,61896
295743,71697
437388,104413
207063,162704
60473,461812
301478,243804
171701,398758
403208,143443
366517,374397
108274,132594
340520,427767
435190,261424
124868,133562
480197,29623
309211,190741
314160,54016
384141,458286
330599,212235
254904,11149
484386,351064
99883,347716
355774,413957
190936,39001
423966,9348
328775,355602
231731,481847
117351,320092
370327,368651
323999,53752
432691,357870
353571,359523
175841,389935
241794,74368
332491,28529
401820,84035
222546,21003
385265,251709
89675,492191
239957,323679
37508,335925
37600,46349
346436,363539
377697,240930
84528,298811
83154,251705
241161,181889
434630,214526
85683,412199
255583,473266
372977,162584
233245,470549
363276,181245
452049,174451
358131,437695
451119,270382
203067,479834
231106,142595
85448,37401
396921,136924
245124,474996
487967,16593
59211,445859
388168,170012
485994,411454
318504,171960
118972,244691
145662,340661
431507,4450
104845,417146
428728,21400
381354,28023
273290,11782
310321,21415
60962,43934
238163,274206
31287,273322
393131,445397
334557,439081
425454,329295
463369,104486
362208,327270
409167,148854
142467,404407
156108,105326
367082,484583
160640,9407
415723,396529
206515,241263
391251,334829
305432,36565
115668,368190
421102,256849
375065,355319
181411,481253
225275,28875
135924,366932
31724,463857
217328,480854
332432,314832
358747,38453
274059,265965
22253,109159
245013,376462
244282,187336
406890,418441
323309,423027
480191,469646
35917,245405
447983,188301
158690,126958
10547,185318
262192,168476
411856,240780
407810,164678
70217,263540
369058,421162
480181,274976
418245,191268
247884,186658
288964,351748
40636,207663
436740,90475
215480,28770
447319,185153
334223,18634
466940,229269
491578,497394
486465,377522
357775,145610
41481,49019
193331,92439
77128,5059
111501,233044
453451,274091
28821,377218
66740,52569
307755,321588
438115,86993
171299,231888
74097,452179
481630,199842
198262,55280
15925,359779
289450,284714
40815,259809
392104,226600
204913,179852
44975,110963
448789,228189
309954,480175
213459,410498
88815,494745
435547,285258
438445,337786
144005,483434
411006,324997
135200,434794
374132,97235
444647,223215
9968,332408
304114,33413
464069,455329
118376,146600
304411,110605
257809,200719
191792,42885
95946,419222
463385,286713
358866,403239
104358,350457
308129,291396
282115,456493
172121,17780
117978,148145
473524,329736
219126,308272
462397,168
384099,145115
280570,499966
164849,353510
80935,373695
366520,383008
347454,285425
456789,406510
497970,189822
443762,291458
144572,85460
187587,112893
491084,146997
164717,474910
164321,57890
34721,64965
395251,100095
163494,495561
373165,48579
256533,26163
175961,304575
258045,219189
142132,27336
340007,32170
233504,32291
110933,231498
139928,53068
462467,199594
99582,261826
292463,92399
149936,283282
337172,253005
404666,377087
318002,248384
310789,157067
18314,456358
252748,38245
185381,248343
393263,441679
33396,190818
114752,410826
292978,262117
96891,22656
28902,184840
418995,466862
385541,478423
353383,176140
458388,79706
94996,316635
472683,74355
350084,554
469909,431604
69636,110148
5491,408954
439571,37561
134880,468266
281366,253351
403151,150406
264840,152230
123889,342955
107791,480749
174388,160746
462410,317988
174053,97666
386374,74951
226293,25911
177296,397299
428697,479057
180517,134448
65579,83539
210917,242139
50158,455541
52965,428783
68111,430305
483396,295920
440584,362727
102517,269875
204862,130525
336187,369805
316010,19319
50548,331863
49716,107935
75948,304699
494650,495984
107090,95133
59473,14805
327783,479625
153539,157817
297619,489685
372982,81098
195217,94130
392302,144528
438539,141461
49864,20228
265760,10236
491847,479278
429218,35103
411212,61375
187516,393429
414398,5287
145424,402016
13577,128276
441791,407606
34434,352841
17250,242636
351305,60726
439061,356129
142919,158809
461523,423397
86839,231889
133853,359877
186209,35323
207507,153907
435713,68812
221381,154134
409638,147081
81347,18859
324087,19557
248369,26711
192720,215544
81110,345994
249130,8057
261140,68113
325368,460632
433138,217945
164749,477018
412084,371835
191323,306482
206412,134696
389047,352729
404938,262130
139417,458857
56495,470868
472831,413468
256799,78399
434224,6620
257941,202659
1310,250918
90384,193718
124645,118400
174667,340292
320592,315891
90251,430387
50074,78695
393905,39025
499986,81274
333935,327484
257560,244541
359543,293486
163557,255115
363247,152579
100615,461863
428897,151305
145449,384977
433903,247171
434449,429444
392260,52985
270914,461327
377605,161184
475458,96622
382310,481730
287094,117668
464857,468521
218442,166711
335393,393261
185901,191080
164804,230519
81176,294542
484703,296017
186415,436366
248916,397261
329280,17113
154559,165103
50985,294434
368902,384151
471894,45050
95278,382159
190696,289674
121994,237997
367217,156653
252239,497189
183451,411463
462051,290415
126280,398533
18035,356400
127444,284466
422308,7464
290039,247412
19265,492695
445319,448609
64211,130764
112795,461729
2799,335724
78826,290145
146568,470811
56369,416753
253894,366954
198547,136763
35343,479070
475451,33664
118369,286905
370045,381009
41121,321351
65210,461735
295726,69510
16802,187263
222671,16595
85396,225334
345931,429357
270881,195740
446071,369928
464975,208024
286345,19889
153881,47384
256780,280825
254419,6163
76524,416640
166028,131230
254321,355231
383660,45511
38217,153585
410813,317105
135422,47423
293734,122028
174855,79175
222673,67664
381881,481128
378862,229974
142270,492813
430961,488787
263326,252595
121367,4274
28154,243929
150918,22285
360088,1475
319378,329288
60792,163979
323355,493258
248836,329668
163476,258232
229478,393804
359999,235984
311828,102190
255251,432767
348967,367313
32544,406687
80074,256161
345673,76145
88685,414872
298671,93587
131544,404488
393359,407486
313629,315272
146082,461822
125158,181688
103011,150094
149710,10866
73613,182320
150892,368335
248290,241863
403177,386963
423688,139665
337362,305623
21389,360996
492618,307601
457772,23587
204503,63714
490952,142428
117436,116796
406133,145218
400615,165741
280854,306339
11937,426412
330016,426245
119555,370207
388254,296705
120392,466791
178798,72636
388989,346696
164169,233630
142516,202425
341343,58481
285400,127524
336480,53336
373819,249499
350168,328489
466475,102584
248626,291593
260580,428334
361885,206274
265023,13521
401516,134595
461863,114815
117974,467860
458860,167530
155486,414805
178705,106723
131342,8306
437599,365092
446844,217637
150045,176729
126991,139336
65815,277804
125626,299445
433147,424620
154182,148220
431715,247738
135119,274144
459756,343952
36773,140462
270501,290414
292338,396827
409603,263842
422299,297529
122481,9011
76992,132086
158021,116299
392349,449234
374862,392414
128979,336794
247657,310171
362753,97318
406515,150862
24011,374731
87289,12335
457981,89469
254059,429611
380457,335013
409935,234988
426316,386811
367953,161448
13550,331489
173080,230115
414216,264507
271124,123426
1856,352526
32628,326573
44944,19476
496948,366912
211941,213785
210675,88591
156675,97270
138050,462771
383942,238023
299704,132405
370435,200203
191747,71029
171021,499928
297914,371319
18483,87544
135149,265163
418086,346660
470366,58552
2585,148059
235048,415877
296769,272767
51453,394596
380252,46220
118607,435770
69358,156758
305508,409199
286086,185150
168492,473263
241791,143376
199022,401818
116898,6332
453534,209486
268489,169103
248236,161743
77246,19918
177686,258225
196738,173679
230621,273186
152426,170963
495220,146550
337060,270244
51669,480335
441847,148999
186159,318057
230472,418333
171962,452864
26361,15772
242986,408639
374540,151717
457825,423366
401253,387778
201759,362711
461293,77118
225045,167933
125043,348032
302232,246009
318061,224805
421136,204042
102876,261018
329936,77112
156525,21843
228160,452254
468572,436491
20917,177010
149171,364568
434787,21521
2865,5514
346793,479692
497189,127072
471082,242345
481145,50086
439516,352504
337996,82799
309721,243443
48120,478092
135347,422064
477682,74022
396069,12806
246575,49085
417220,426458
135843,352669
379284,84677
220037,257082
315927,352323
91983,275497
445888,280315
322,255674
364326,183398
244742,442869
31860,386718
283374,390640
272573,498852
312474,274538
174700,136526
101654,440327
348922,355019
478400,496905
286297,449780
164583,158343
442541,231377
205647,22828
297818,224101
60848,441871
102457,363736
276094,218827
390788,67615
192004,204794
165425,7433
285450,420787
119739,214632
394293,433980
466843,487419
318253,159214
352758,220564
380442,235236
266224,262538
370248,332607
405470,493565
418569,130554
65849,39394
36377,491940
14702,40714
201629,128447
25171,410419
253253,232724
131092,277866
301968,331697
50667,152603
138703,148193
47374,106232
117762,242150
156130,259074
161534,151349
214734,393878
340816,33901
460586,249111
480411,87254
4502,126228
453885,180979
433479,61525
87983,23043
307612,287944
406412,173113
126959,378498
3881,1654
157287,396820
219330,256640
461930,167116
229526,331457
259215,222724
468008,106367
115793,215468
473703,305075
20480,76847
39207,184840
160338,266724
357774,206706
35959,466708
281355,338729
215466,240130
146720,327968
144579,415164
204576,228806
310249,177949
80883,28569
73125,211260
226519,359393
468337,198516
376353,180272
442224,243057
169281,33652
129207,379668
113699,172183
244745,150083
2450,188340
151200,10512
147767,193301
283399,409316
449567,161741
363301,287624
273114,485583
254835,484688
223936,17194
272207,366469
154126,43905
451113,82509
496270,93099
149850,411576
8501,344868
196597,326890
157669,476846
34806,297600
348563,116680
254102,36033
499171,426504
206657,150754
442319,487352
488318,274838
342759,435275
143565,278097
78642,129019
6160,82327
189842,74560
183936,397413
54342,390190
92672,104347
230825,387372
340462,163877
323159,332972
436246,366469
40624,289932
264609,365279
177365,456776
100778,413985
398255,343674
297777,267724
438384,364304
422313,90883
389905,312615
41836,87215
196026,314569
182382,456556
485568,276353
135726,470388
149608,425335
174953,204966
25610,298988
279273,453299
293009,352371
225339,384453
233118,385642
23999,40043
257068,277332
325752,480741
302671,97045
465026,262889
39606,385929
152867,219792
320623,68641
426202,317857
288649,143803
278836,257079
437397,139581
399038,420049
400390,174541
320053,133110
88855,464688
417145,102114
219052,85661
64480,237426
107024,72221
188742,265704
445501,403010
89090,485243
27387,364577
63092,261311
98847,478893
7643,414476
75669,270162
216291,410830
409176,289674
455483,88808
364926,387071
380133,470597
405873,430206
159430,346653
184088,413012
357533,378176
113492,284232
115569,336674
469702,197076
390050,72739
89742,150273
193346,405433
231694,382623
479901,413373
310733,346590
393203,362959
121911,312652
399846,134407
239841,214731
178158,221849
444523,280653
35530,285828
179391,5359
206834,272951
411285,484335
371144,260896
311449,137868
400012,94899
152260,399609
322382,188979
376582,92573
383806,104000
21478,1194
478912,358013
484032,153015
485532,299324
142541,424316
36913,377001
352641,307658
146826,122672
470989,132549
23528,204556
351460,242496
315230,199212
73819,102899
47356,167332
170602,69178
370307,133102
461327,383373
357560,240155
138641,389431
227700,222778
271298,177110
138519,106178
385726,402031
91612,127296
340176,366955
249480,412088
213172,205297
16796,35930
430935,379969
431690,4675
460154,436555
247525,102957
163286,378186
71153,47796
40921,343552
431417,228165
314190,483310
406975,309829
182619,280112
362798,450971
193348,147476
22187,476251
56333,193173
36362,270064
134940,101624
218749,285541
457309,95778
239431,117681
472735,116820
85231,387261
394172,160868
369360,117906
191990,401785
277165,69412
222684,54051
360610,391573
344524,427156
487253,318823
368274,55583
396459,228130
92303,36043
495512,191614
426293,390644
152622,261326
45774,314815
347990,68841
467612,240376
171613,320982
114940,124298
163461,363379
238084,1370
125917,83842
498763,348032
352555,319761
160584,381954
264613,45092
260498,475663
326207,428609
153734,156533
296798,54808
411239,181504
469323,373997
208960,113552
121380,173188
467173,404597
67564,413511
461368,73098
70979,289271
265799,410603
291920,350668
416690,166932
244346,108043
459946,449527
253462,103939
252437,365082
346779,386852
256942,281515
251889,16029
462474,220320
147816,283280
210549,182255
392069,352948
355483,90631
326423,292550
465026,482634
22696,389006
97588,37863
168815,152905
125339,34008
457858,346040
327941,50517
289768,406052
41704,113426
283340,486988
214174,3708
117550,488462
353521,339308
495924,425038
299506,356805
306014,286661
381922,346960
495255,242280
45652,442961
64039,190580
58314,265349
62982,407187
76731,380858
346858,288846
93239,140492
93153,32656
491585,65016
208858,59282
259547,364222
390206,134696
289504,86520
403996,397223
61098,104977
223682,49201
184947,352644
212872,184223
276121,232338
271846,458921
116411,92543
496133,1301
351968,325930
190739,95514
78071,55911
117232,395760
282168,132315
175782,479639
95114,218868
263061,260896
452670,455618
146636,325403
332216,36021
175988,457854
90573,172692
312326,370958
247528,324631
404605,2221
486215,414626
184518,434849
496163,81983
490772,456573
27053,28087
72240,405198
365843,467052
354765,112228
111617,107990
325625,220731
304357,334200
142544,372453
348395,314974
279371,215413
78183,61718
108918,391019
382257,6824
347679,34967
419945,359570
418985,244876
6108,167653
172352,84290
389312,266166
81511,55367
217753,324226
460878,484612
407646,459681
90688,282440
189269,256933
73656,287219
482171,427375
425011,480545
473056,394574
199488,386769
192911,31222
396692,494480
467627,12153
484027,322855
21236,73220
76521,262462
197737,194105
326382,495819
66856,227172
294087,177883
14353,474908
465937,300796
436264,422776
155609,298341
278329,370059
164111,442978
242166,489149
177817,478079
20380,130312
1572,208688
447220,434220
172533,373276
184053,72591
120637,82084
41766,55765
252779,139795
119649,402359
143387,21155
158324,212067
141132,94601
397761,51376
16048,397663
343396,20828
235100,319597
64565,221157
499039,49267
116291,403488
35792,386900
445217,134681
73055,322338
348989,140903
290158,79267
409035,253931
332569,283837
189952,369285
26672,229507
264602,327379
115653,335644
53245,11655
44288,173868
402232,384004
147217,438497
473542,409909
370653,123868
332817,289386
47833,236922
113,463120
221461,158879
304849,320523
18863,253054
279986,377682
323336,50918
237962,352680
349524,75372
8804,224466
376139,312337
187275,132250
91068,161521
299105,213791
403937,278472
85321,465751
436174,378656
101765,113730
122979,481595
254489,460844
209825,117721
114414,417630
185657,135079
20883,498178
328256,283588
41694,446801
190879,461617
38544,138074
416230,179381
427991,6866
423553,74186
165069,454227
447874,377287
468221,293779
156414,141803
336454,162081
213236,172867
445240,357885
179591,115800
417115,498933
354477,479672
479374,486104
213441,211583
106989,204601
190419,451745
76268,37506
498751,329431
17441,21970
289370,384804
112286,146293
75720,331267
142267,313406
57195,44591
65778,257443
488598,311246
380964,57557
66496,230011
457273,81723
291028,159983
175109,1674
181317,470315
15398,379075
418175,388068
216041,99849
224793,376011
166956,327197
190982,438040
159742,417784
408554,78387
119491,446852
306538,357438
471252,14135
483036,166658
238275,262958
496862,44821
177723,61794
329250,499461
352902,174441
146023,264004
177225,325131
458083,415375
185354,425887
80188,151228
350354,114722
84342,272896
287949,423892
70534,270171
467533,69775
76421,310465
75727,42148
287329,47845
418581,425204
379981,478500
193906,105383
77753,117835
276997,492365
414460,328197
436861,493647
241677,75077
342426,157681
77874,278925
312340,263302
380655,13657
70293,142096
361312,153099
214625,21107
101538,396500
93814,192308
174187,294715
343598,370867
362970,225581
324673,474402
441065,321697
65160,85249
412735,414310
351132,153368
243266,123756
443165,4400
439433,415820
132591,110830
381072,27189
305502,430701
497925,277236
43938,61719
113407,103551
472317,161279
380686,436062
167841,67966
292493,395958
160720,261225
41428,472563
99835,255691
380170,386258
109003,454628
334808,57609
475678,260766
389561,317107
456489,469319
102445,210811
263645,406448
413485,84964
288868,468577
461624,332946
88682,243958
68204,319257
342360,234139
228369,418305
451899,121599
107727,80946
160643,52760
137248,172482
317832,212915
332447,343416
312551,188949
240991,271644
221899,335732
387321,148829
127398,196171
83038,336382
266174,322302
235,376894
106085,377418
305370,314786
207360,370631
7924,41890
154409,862
274884,356397
254448,487617
376775,137017
142076,131083
301632,236459
390767,213238
96872,190975
124264,39314
6786,476597
62370,149640
61964,217112
248410,427244
63890,352076
28302,240952
139933,80979
358016,54027
124713,386076
302298,392349
99796,485066
16043,428477
248369,11580
84559,177258
436349,232862
259405,345098
161001,172491
456315,38058
25301,290652
73308,46995
473214,457586
365577,347205
340207,466172
344685,144275
447219,347781
11401,335803
382666,235774
10905,320255
495545,54915
40398,133637
231836,128237
4058,161191
161239,100436
154859,370168
338922,165374
189998,2996
130178,445160
324917,471331
295436,337615
15443,64106
69765,227195
255523,303149
94222,374986
422281,18405
368347,142005
227344,299738
206697,153441
283923,231485
42511,133476
481943,383461
454926,205585
496245,382692
67810,157122
289110,53317
48443,361985
85783,435172
380709,38739
410411,159465
61378,427041
133184,3971
309498,381477
11417,204797
381641,148333
163131,229536
450934,321679
363012,71973
378436,224554
334261,244245
491746,226644
61328,345727
80701,390117
238876,400117
39573,301535
308773,408675
166092,160121
329537,223692
351931,434310
467405,126851
438687,73575
229206,455268
307889,8298
104244,398029
280083,34428
332113,357628
244741,136850
329927,6534
24024,287440
308550,468720
79706,489397
66645,453614
359760,17763
50097,85526
223170,204526
111985,100512
19791,134881
215177,171356
237569,388967
332333,39536
315068,305820
417741,458893
198960,465649
474527,470189
350766,202294
226939,103563
112536,376519
268255,24190
206064,403926
420147,50835
297458,282737
169159,410375
440318,192815
437144,468286
130573,321180
163665,398307
407013,135486
436718,14172
409063,58116
389788,355112
160486,252330
387421,74456
22418,455307
358759,73960
472082,128804
317708,411001
97841,442881
338772,475404
320815,403078
272774,367196
290999,44092
1350,242041
434609,31222
40728,464157
193070,237439
68706,84012
92289,403521
239536,339821
230381,151796
477233,213983
133369,371714
239871,78938
129633,342771
179100,349764
297158,109626
151479,238828
301349,17787
77998,140038
137764,399191
179790,92771
6729,427062
187253,409804
137413,365359
446361,393052
464814,129559
62945,311320
394602,173923
438129,277611
476423,294172
328995,147330
387367,337471
471057,123776
69049,320045
322575,303647
106435,383062
283444,327268
131195,474909
464890,317885
126549,145959
192091,70426
51990,309446
303771,493990
287720,415837
15461,79936
384070,203983
442221,468186
83959,234536
493301,352493
410903,211623
113259,482071
5297,74758
78384,97106
317737,241640
10067,301298
346325,205118
19387,291291
262604,124982
423300,353277
138455,438593
79840,362029
385220,134016
379583,314209
168377,433322
329609,435783
449989,79163
148712,213858
103122,273244
160451,173315
98583,407340
490661,495904
3498,185512
365981,259795
145427,493596
228318,36146
159419,100966
424902,140550
330051,450115
227707,6634
169201,492440
242033,467618
17765,144735
90889,388469
446794,16812
170388,115689
120201,140347
207637,204794
465463,192792
114692,164310
433326,376331
60398,100408
427929,415262
299738,339743
392136,171628
59270,27306
493380,176199
67024,118578
335932,69350
309906,55972
94750,97994
76772,151417
175426,353707
124453,151892
430240,350051
342708,322040
1826,118807
73272,178243
474035,249342
156800,458923
78647,410223
389061,25428
233940,379467
52747,190667
219854,290404
465862,219778
446001,417385
357050,128839
192615,372815
152538,353731
192905,221309
100626,174157
220146,429716
250784,418824
253296,25881
37981,71552
117555,492705
485946,35420
248840,341528
204613,328160
94431,236749
127307,41027
308455,418206
24119,451687
407292,321499
425209,89594
21367,493017
374402,487752
18308,140566
332395,304699
213393,422340
373397,257456
430946,75061
413387,40151
334529,472513
60739,240775
498834,375798
275716,26011
448357,196252
116418,104813
137989,141315
7524,440782
481421,220812
44359,212095
363066,37554
77371,149167
278204,231699
107,497457
18022,71326
327738,98104
121605,132347
73737,1106
420045,491089
281205,461727
395374,272344
164381,94989
81061,90908
251201,75410
436560,138058
125221,58052
286394,7386
223957,65528
458420,109433
44484,353973
244356,73682
472397,414036
130583,276985
307962,34263
49842,390004
411426,128803
212454,7462
489580,32251
226050,313176
445202,455162
62466,111398
372386,362637
437253,255236
483454,84619
199741,497611
491811,97681
204352,5605
125958,22622
82459,237040
275802,83656
17765,325586
115471,451866
119441,196729
