views	likes
834833	36940
1414665	21512
251778	2338
264280	6686
34594	45
4601037	111528
476292	14264
1807600	28288
7188854	245277
234902	15726
154487	8725
415005	3028
415005	3028
260705	2272
750743	14491
192432	7803
609176	19204
25685	341
699447	36886
869760	5879
1213879	68961
340948	1381
106371	1182
364011	2567
551151	23940
1599722	23484
64421	269
333179	2806
209689	8514
206541	5684
16597	330
261622	5752
10075885	320716
1405710	5989
35770	2466
30475	125
39915	280
208911	7960
162906	7415
3320241	58131
3335132	128671
7167	146
215791	12999
93851	1825
277324	1239
171787	6621
200487	6674
36346	2204
318402	1668
232336	19194
152630	10569
3549019	176250
596255	7779
120716	1130
115772	189
593192	52182
1119826	6884
2119089	111908
405781	3802
813545	14782
790257	5924
52644	269
123557	5806
1076210	35114
342541	4249
744373	4467
374924	27674
181427	23507
97498	438
101617	4729
600505	41773
4273711	245236
924996	9197
1462572	13205
27333	101
374064	2047
3113	125
116843	4711
718723	18962
252935	16113
136054	8054
387442	7771
282037	12533
92651	427
116070	0
14630	142
5444	340
12608	780
11508	89
238779	21288
226296	7740
207613	1092
33504	152
185853	7724
202029	8187
399291	27968
74036	1876
810	33
43234	1706
275610	2720
1653147	20492
8620	34
172828	3599
448708	44220
8685	15
1920130	13269
369123	6659
789985	3624
78598	5758
67287	5433
13489	41
694653	10480
124117	259
62579	2837
41256	3227
484242	10363
14592	343
352789	2576
839692	15330
79064	223
299615	19104
478390	37202
87448	783
268053	2592
115143	960
1034083	108132
209459	11706
189093	5937
12318	231
1047609	49431
217543	2379
271222	12869
352202	1997
4040	87
192401	22349
1667083	86798
159736	948
469607	4051
512384	15768
77329	4869
1534061	19040
99272	3040
621969	16880
142021	7120
260261	13017
120797	961
2378	178
224270	3576
9400	881
139632	8627
153757	393
488150	5377
695690	32250
206820	8966
328662	9807
175994	7912
622528	21688
103264	4062
199515	10301
93408	2272
1287591	9106
5553993	125980
236744	5818
899805	46738
15088864	437116
1575947	62264
2212559	143554
154261	1140
904177	38383
654667	2568
2288613	73233
229003	4429
2881650	42354
2751814	70564
225480	681
446078	21597
856469	7452
1229172	57760
1538339	44985
21182	354
522007	10823
3008740	402834
875426	30890
732811	25029
1613860	32135
873599	8800
1306332	153424
1730548	28824
68714	180
357936	2524
1384556	39463
158517	4187
1639634	8108
287648	43695
1066609	50961
1440824	69747
116873	846
158311	1621
2096421	11476
1290657	11157
1139703	23840
1321771	94383
1583327	53904
5846111	71829
320072	18605
3312590	117114
306440	8903
461475	3260
251340	8618
1367465	20138
358882	13622
80717	944
1966680	56184
1562	118
119028	551
128221	7589
286207	19075
122681	2686
152501	968
2165680	27957
318289	13009
186044	648
15316016	37245
147	29
18236	303
377072	10241
233971	1830
30933	0
27208	1693
147814	2940
507571	9157
9046891	271954
1494215	62332
1566866	22658
111505	1188
724799	4164
292910	2497
663820	1115
265764	9344
523702	2991
45392	551
107312	395
871270	38064
388821	21143
315894	10375
401045	15398
903746	32789
529792	15417
257718	5424
2143358	32290
2116315	12401
198767	1740
303538	11179
1262284	40380
178359	2512
514395	3919
87072	0
87072	0
98111	1711
390323	28585
1210833	7477
87	10
49461	104
92367	12924
92669	2775
154037	3474
43135	195
377095	7467
173930	870
244711	8835
271296	6541
436039	30655
311916	9967
51882	5032
139084	2578
1269190	88336
56148	357
1298972	72461
5742222	171213
398230	1571
17568	94
716397	9176
220756	8910
762670	8927
486328	5743
266759	9848
470451	44379
26913	453
205678	6714
400748	1969
58662	809
10976534	359853
174181	679
166887	2988
2021288	7180
139782	5938
11763	98
103233	1254
1098986	65006
363561	1110
250378	7008
66211	447
409256	10218
485925	17462
183534	685
187297	8419
264593	19713
688467	5683
2751580	127576
72945	3535
3657611	60545
232400	15396
568313	35919
269711	8077
1072653	19065
77392	2115
1524976	7807
163695	4094
114040	728
201270	2994
305990	11908
136944	15322
4232	0
293653	1876
201532	12932
148031	6022
1034927	5094
460879	10635
3674958	179448
33883	911
151303	5588
4453660	80139
212838	5199
1616586	21544
35768	488
480	95
2484656	26414
339835	15072
121291	8891
160399	9664
359724	10287
148941	1402
456158	3557
318736	15506
39058	1409
822072	60817
726365	33216
268637	9933
1542	35
164924	3236
63846	306
1909215	51807
195217	22169
1607747	146631
3221044	48369
1704544	12518
2075113	62570
2396	281
2915203	225666
1323117	15084
1672290	22084
438357	46924
191481	10223
678772	17383
395122	24316
1071665	99269
330142	7232
1071955	35189
717712	36230
451857	27884
1044375	49998
631853	24945
239713	668
916810	3349
2851930	138033
5411857	506298
1734090	65532
1872860	73534
16363949	450655
6406289	133832
15804	212
11064	290
862728	14159
13600	171
622125	4922
189565	1339
448146	24352
50684	306
930217	87965
527346	18702
2545369	63301
418503	1850
1293896	51133
999895	30852
2036603	17701
22855	167
2423549	151014
269301	5013
103141	771
14249	181
3823004	103066
111844	1157
360901	17137
6882	49
164613	2670
296296	871
2452760	124638
409274	17488
2483947	76669
10774	170
146943	4848
886257	17422
350122	13878
157273	1504
119050	2792
63656	702
127553	738
2170231	61052
8956	226
43090	40
618299	9451
171920	4084
48995	774
880568	972
98695	1264
653227	17048
36562	492
261332	4095
331247	21299
3358751	47079
1446673	2355
327542	2043
103845	234
896926	17980
493597	23042
63233	687
130497	741
2875570	42250
665770	30745
638169	13628
262839	47043
52147	1949
119949	2246
16158061	303538
242307	2154
193295	1843
604808	19647
408487	17953
118780	406
46149	1315
673694	20777
1381	26
166816	8268
6343	14
315608	32160
675598	107278
9201883	206144
349749	11844
968805	32748
403557	12325
80194	631
156339	2579
788158	21707
258688	12366
320422	46152
140325	487
416057	993
63019	1903
118555	2181
238549	12307
88360	334
480654	26345
512054	59854
235323	16942
117087	14450
108104	10413
1555682	91679
300544	15522
168906	11472
51885	736
34685	1858
245522	17452
65550	2326
634151	20403
2731391	31531
20652	400
214861	6772
1969561	9050
1108714	6559
1497154	71260
148804	954
329924	11064
415271	13951
119633	5556
151561	1696
117381	3188
201021	5385
83934	494
2570	197
18336	71
244	26
39057	3212
2373383	23563
111123	2552
389638	2941
364957	38299
417404	33809
112547	2661
382379	31926
18767	1634
73802	5219
122723	386
50610	1364
113358	8781
82749	2543
43109	4689
1729	561
24800	1521
27718	454
79647	3158
456209	11658
274808	2700
417273	24382
925065	34875
210427	4006
2313345	60543
19410	1603
6107426	76792
243770	2381
172370	4172
76085	333
113571	2824
1093874	75639
164378	12128
38988	2054
3515158	121087
33753	4641
1965219	177812
200764	5620
2517	127
304528	9667
5069	39
5599	524
26268	163
361671	19859
145983	5532
198545	6961
34960	44
21207	227
9356	905
261817	29514
2577175	198951
5329977	67141
8621506	394863
1575067	118423
3436	466
1928593	14133
2523798	69094
882078	2325
266901	4532
129230	716
1022053	58611
360804	21444
819951	11410
2367796	81591
1199218	54940
7427810	562530
1349390	40784
2656683	178609
1767997	51615
179014	1495
283505	20497
1499055	16199
540263	29541
515621	2798
121688	4481
1033160	22041
32284	524
1127942	45535
28921	502
1062335	46649
961780	43988
308405	8304
785491	28048
2467367	302030
406894	15392
758809	3649
70847	117
23616	1834
384530	8045
1523828	34504
1215451	4281
753107	70115
3672441	158996
1331035	18983
2743772	25172
436233	4210
717751	67030
1766532	126645
893361	40307
359775	2089
110193	1126
423242	14069
223261	9416
1144107	52448
729420	2253
892233	4413
78292	826
915937	41187
30594	334
601709	38808
210320	3498
113816	2262
77735	4904
178872	7022
633993	4430
221231	7643
471492	19966
66803	583
286120	3756
126529	4144
205516	15971
116173	2103
9984	85
4230	363
2107126	78662
134678	1510
561064	16103
168057	1241
1367227	41380
284827	4081
2230552	30222
586283	15151
123729	693
146437	5009
65	19
224798	2719
86441	63
1857844	68025
3245734	77685
222641	5358
225836	1845
319742	2033
5376	356
24907224	420320
3789300	154610
180665	4535
106118	1889
296909	2696
140468	31727
292252	12759
3652917	50071
1084816	32815
6768054	138079
1073575	29125
4615839	107043
175845	6351
7027	74
348659	17079
2594341	21021
3513436	226643
24440	235
552245	22467
248485	1697
241914	28506
769220	34959
298799	5395
136580	812
30394	3143
483781	33117
490503	12805
1071804	96365
79212	1891
527855	19680
48391	3304
605683	1521
183988	3848
15248	67
437850	14990
571841	31596
1006016	37125
21686	231
869349	9498
3082	209
2593429	156311
175731	401
12631906	250519
91139	2119
6989	854
132753	905
143167	2158
2650574	79212
48364	220
80052	4770
163373	2074
270198	19054
1265298	71819
21085	244
16513	30
337674	976
201803	4010
1469234	186010
80025	500
145985	599
45469	404
175755	9989
17459747	461644
73076	2777
186900	5658
242628	8225
155931	2862
487911	4290
287728	9679
85937	3441
1557828	11482
214611	4577
6140296	98217
4816	36
49346	1387
1417648	1746
274274	17634
71741	6858
958220	18771
207649	8330
139579	285
68131	1036
33204	497
216377	11057
388424	5282
42733	1044
159522	1625
996261	26687
51327	517
765515	22876
855338	66722
120682	844
1958901	2931
3699670	50326
485589	2800
412791	18583
512769	51696
55830	1719
153333	0
376333	67489
41070	731
277843	21353
118219	2977
103957	3002
828535	9246
13548	1133
3326090	443504
2970259	216377
6805308	77519
1844067	150679
12615779	476454
370886	2266
1584556	4508
1260670	69619
3043578	167836
397915	4572
578488	29090
305658	21190
671397	77055
334765	5346
3151874	100355
3838	560
290505	11588
564195	53308
2132697	16342
1931433	51120
1089785	13249
2769398	71967
502152	15997
845496	20591
9242655	599025
169048	5522
140520	6522
655973	33186
233507	2158
149199	10969
398333	13674
2588672	66904
152488	3389
635921	2696
941129	27029
3126146	197128
132	54
163995	1069
57588	777
274528	5881
644215	22707
1143397	90941
366016	12348
239293	9039
505974	11114
118432	158
138909	1590
1107157	34765
273076	19041
41941	631
79353	53
60628	2837
348827	11144
31870855	488618
144763	12114
509322	30507
2037493	148757
1608681	16902
66875	1308
590681	31357
2053689	104134
328194	12562
1498364	132383
568391	2982
1166262	23582
120711	8398
285004	3866
301363	40612
108357	3956
2125613	41995
165249	2662
389562	18389
34159	593
3826000	32006
197783	12119
134913	1123
898414	63006
1185360	47557
2971804	332675
945605	81542
328015	35627
2240926	146644
1665678	22225
345618	6971
174116	14105
633349	21008
604944	35009
272310	28265
281052	19981
38336	637
14201	1004
1061028	44974
157262	3908
549699	10711
479027	23769
433955	8636
899775	9829
86942	14827
4199910	170892
96490	7183
1119450	23233
310787	1246
77474	1715
575567	23415
126489	5688
151046	7025
148984	4807
88691	8763
40072	2797
20576	152
441727	11168
14210	116
99990	7534
429712	39502
18453	69
77658	7329
87423	8672
3580	32
35944	278
9601	152
84720	1508
68712	1393
689671	5639
38317	2573
170760	10949
441168	4044
223517	15050
42187	4055
23057	144
110344	4204
167341	1072
163987	8824
2618026	33740
892272	8575
31682	239
44157	3899
272484	8798
407137	8132
2063140	7176
1207639	53862
7387	9
215257	6040
4349697	55818
753873	40617
339389	4234
120158	7107
1645288	47188
765050	27690
5600	216
280193	2389
127121	785
674464	4349
41456	2143
127189	1884
732994	14749
171465	4097
39533	393
89112	2879
21577	1206
123675	564
188599	981
4765146	171434
205638	6963
1023582	46150
4787890	253419
29060	1902
123781	6105
154751	9219
128175	2108
61936	921
311202	23157
362925	7831
131868	2977
563	4
227749	1252
43202	4238
2289129	82525
40328	3807
713148	26322
235530	3806
200836	9600
15812	1067
266707	21073
138285	8440
514056	20865
53435	1942
19997	1434
367923	27576
10759	341
116948	2197
937232	5426
3832847	91413
141798	500
1986	355
281800	6007
794158	46965
7497	11
176805	4980
66955	114
14820746	983710
2566791	185728
236598	15294
878770	20466
8214956	84779
3148944	223986
1683438	83040
395597	2454
15513716	528555
3638199	187749
485426	5151
587442	32877
1671478	44824
1631710	4679
407893	14646
2591893	72031
613048	30407
775974	87715
3429848	107473
363608	5732
179232	8082
705524	20487
461421	3817
787454	70099
2062143	43731
4061	629
220705	4304
838019	38527
12552714	119576
341041	2605
546255	12896
923043	21943
2481574	61819
380327	9192
2235295	17484
358341	12745
188605	6052
382016	7138
10618448	624603
2884300	73227
1196546	14329
195	77
682324	18866
307802	3433
443673	14963
3685669	74881
325892	11188
67474	862
823330	3155
3327140	204951
230763	16240
694412	24281
1268589	97979
228335	2034
78201	3090
924351	26507
2042814	32667
171127	5518
354037	22694
406466	12649
302246	1702
132789	171
136169	87
364583	18858
48205	697
189015	11941
708552	37405
39575633	535990
24269	1414
2268624	162133
115807	4406
2088611	163443
596031	33879
2532292	113945
431791	50655
1741775	68390
139136	4758
187726	2938
185371	7678
968731	6306
609993	32166
1708255	17528
465461	47516
309510	4165
29213	166
193391	12137
270134	11752
587240	3035
862657	26267
254730	19661
195367	2807
1045252	72033
2284085	11251
435099	19560
2379692	45372
7231	42
4507168	36671
182947	14934
572235	7570
39609	652
148291	1161
3196102	346949
72009	905
995276	84725
1234219	49042
367713	7412
65835	5012
669592	50217
84238	6270
800505	6219
119780	11039
384848	7461
2528123	157697
413767	34471
119052	1965
2004238	25967
179875	4323
208325	5855
1523059	12549
57014	2471
242210	16563
296817	20814
1084269	45604
110419	8892
284110	7361
220125	11771
128399	8392
37083	1622
597170	24571
618196	27967
100221	16618
459858	8963
4528596	178626
272251	6949
157784	4272
246893	2487
6577640	696465
52982	163
161446	7340
318347	1340
1162475	23824
25044	112
185504	2390
65103	3847
84590	7620
253543	7156
22999	172
117177	8698
503828	11869
66788	281
214884	13045
27287	1504
430605	28549
11795	175
231638	1309
175810	6242
220263	8702
1056684	33354
919593	46412
109373	4888
479862	8956
161113	8620
229066	15382
180928	10304
264121	5441
64945	5393
24826	158
2783289	35318
66536	3003
1005337	46333
223007	966
138469	709
4796572	60531
295161	9293
1817577	50621
167460	2318
2604264	8497
1251454	54904
235842	13881
255087	24375
377518	4594
8405	11
452622	8812
894427	39572
168236	3479
63457	4493
318745	1378
6567	256
793206	15456
433587	2808
349918	11364
18214	39
276088	9390
177067	3958
1077154	6006
170250	2610
355920	14392
406295	13935
19311	87
24262331	1249405
2856266	193959
264826	16160
1049460	22029
9218327	88433
3297863	227849
1762822	84917
468561	2667
18246279	565895
3969767	195016
527166	5353
665915	35386
2157891	50782
1638037	4710
460384	15562
4261615	86304
647583	31127
859700	92211
3674828	111432
398300	6236
228739	9375
774005	21507
521693	4239
893051	75198
2172081	44641
4211	660
258704	4643
906145	40059
17568989	164430
362004	2666
630088	13533
1002305	22714
3195609	70725
738667	14221
2322359	18534
459407	14235
207951	6314
439627	7493
12072138	645006
3027619	74057
1327943	15106
252	99
720727	19357
776361	4303
500093	16239
5090937	81388
376019	11975
75046	913
961548	3400
3490430	208539
248753	16916
734551	25075
1439913	103659
297266	2225
95748	3276
1023462	28213
2877145	38871
322174	6975
396137	23791
464098	13506
389806	1892
146362	183
170654	100
406980	20065
53096	740
206893	12588
761971	38409
44725448	575878
28497	1529
2530002	172311
159846	5071
2306579	173784
682900	36288
2824371	117687
479044	53128
1965770	72057
156375	5024
219629	3174
213462	8165
1165625	6912
624721	32531
1780679	17803
588526	54051
335950	4385
36423	180
232684	13520
299890	12252
600220	3051
904668	27031
299988	21312
198900	2812
1137189	75429
2559794	11729
450102	19870
2550370	46905
7877	43
5373358	41090
219526	16576
755444	8926
42940	671
157067	1179
3412160	356738
76493	949
1036063	86452
1258600	49662
437785	8135
76720	5340
976869	61587
101860	6956
920134	6667
131823	11655
424084	7705
2800859	164498
506401	36845
140084	2153
2330446	28194
202716	4604
223760	6096
1728653	13048
73270	2933
298581	17896
311588	21301
1111386	46114
133822	9620
387181	8307
244957	12437
140122	8671
56952	1986
640148	25572
691048	29318
109862	17427
486662	9191
4912463	186266
342220	7457
171687	4492
274664	2581
13537642	806484
65337	186
167866	7480
326419	1383
1202280	24250
27732	125
202967	2544
80052	4191
107046	8803
267519	7371
23662	176
147272	9959
527770	11972
89035	306
244451	13976
29516	1554
459323	29413
13609	182
261617	1394
189038	6527
268823	9876
1251450	35668
1021010	48809
116021	5082
520839	9459
179399	9064
208530	15406
197978	10802
352801	6514
69452	5585
25656	159
2900812	36173
78199	3204
1038168	47470
261830	1020
169710	827
5267622	63846
314702	9535
2020420	53862
186601	2492
3229807	9396
1300933	55606
341284	16533
354560	28008
408878	4815
8533	11
480717	9019
1246342	45476
175429	3549
66940	4650
366833	1478
7750	279
920229	16464
453140	2833
650225	16592
19398	40
296306	9639
178864	3978
1354057	6643
227797	3100
460660	16196
429990	14381
7823823	189086
29923522	1395752
397387	11818
1430037	73099
306648	13976
1373350	18559
2032868	21190
705414	13479
525765	8127
1088743	55908
1170545	9385
1339489	63072
181223	672
203565	1703
259280	14207
879512	18980
3613050	237231
156601	6859
773387	35066
3075228	142222
1529976	68870
954334	3762
2616582	24559
1802737	64882
623313	11776
740357	64340
971449	11937
109220	1667
2256007	143521
1361244	39669
2109847	103826
134951	1031
354587	9309
587763	27444
5139183	96691
3601720	244649
1528744	10105
780860	18994
844966	35145
118310	9503
554385	11142
149750	4465
47457	995
88798	597
141	20
127088	5893
604565	10175
1205076	34019
2590201	44397
508569	12313
447303	2709
922855	41313
541729	13434
126167	587
185023	6618
385248	18296
2360273	119955
125471	1354
197635	21237
1968329	11608
502065	25110
134223	719
7523584	232356
254609	1747
307789	2475
342566	1554
85741	47
680811	38672
196957	3472
290333	2386
187612	6305
561924	2804
2926077	9491
34078	170
212888	5241
18501488	175438
100169	407
472542	41124
247528	12744
264720	13705
15500	139
127549	7700
85786	1023
94139	991
238245	6652
17160	1209
258041	19527
206221	7325
337973	1673
17315	386
485813	15562
1671521	48592
2112785	123166
463426	20944
80083	4358
790690	16162
560761	14462
5372	703
239223	13138
58534	368
11579	67
70	https://i.ytimg.com/vi/bmvGd1C8Fd0/default.jpg
287194	5913
202426	3297
687547	46578
122897	999
1894563	13805
213703	1107
358673	1712
10622	365
930171	10344
3063207	97765
1097240	28950
149095	550
1145464	28656
88472	2994
587850	6116
714284	15350
949272	27761
535895	20683
407828	5747
335725	3020
178749	12598
1142978	54689
484958	10092
427464	9374
257200	12706
3245	89
472728	12228
375303	4582
109077	8308
153863	254
419933	2659
94668	4550
732311	36727
533298	3670
1050899	6418
3613166	383801
249828	1159
438632	5273
395089	11359
150518	1421
675043	38875
137588	2084
123058	291
187473	6693
578010	47246
345957	11899
23514	125
79871	2153
213641	11019
36027	1846
66769	267
1229543	51540
119981	3776
374395	16465
258561	7557
79822	3450
2969787	198154
325534	11749
98687	1888
19936	96
1534863	22037
20957	74
241705	10931
57982	2084
636264	25104
390303	3847
491427	9554
68646	2166
1358172	122187
17340	2209
464657	4185
375722	1767
800362	16002
196440	2059
396682	13313
87927	1012
171386	9232
14775	287
172500	6967
21295	107
431581	12763
42956	3188
138035	7913
3832	54
499856	8794
478621	9615
196164	5339
145153	0
359	https://i.ytimg.com/vi/hDFByZlO8kM/default.jpg
71045	4476
	
9873	63
315215	5163
125144	1392
20648	734
82569	3634
14756279	858713
11161971	218636
3310839	96471
909430	33289
653367	8463
1162147	15523
1096809	26534
35218973	1506790
1054637	45134
1088359	39317
537458	5002
920774	45578
125763	1576
2000203	89569
535998	12421
1826237	116831
538635	20914
471268	12636
620814	52278
77014	146
1151534	11293
371602	12535
284458	37653
1746914	22321
433589	20046
201374	7831
530230	16368
246197	16045
241110	15080
1550608	98351
233695	1706
1644718	11789
807654	31248
30936	1157
2458004	41107
91205	1343
168403	1813
68173	35
542916	2859
575552	16371
539911	21140
722009	84232
2407295	74845
238066	1263
279205	26907
179051	4952
328296	9593
67909	385
136659	1089
1439575	65848
222803	8682
80338	739
48571	1282
595311	8890
77442	672
358475	15521
812681	2302
214940	2181
591055	14820
78407	2155
92492	983
1742744	45931
62017	697
206639	10307
3941198	247552
128150	669
194660	1542
77508	4649
277764	8354
154894	16013
313884	2071
165425	3042
762372	16534
802945	38061
89648	394
154628	1638
80003	1053
559366	2976
103944	366
595772	32870
3433597	152158
119685	1773
400724	19595
487496	12063
71934	5535
4511599	273542
320389	11706
955382	3297
290591	9315
380704	1989
5662663	105094
824198	33532
151369	3787
37528	0
319494	9664
954389	25754
2276437	108097
3132858	133424
53665	150
417562	8175
185299	4654
52898	5653
68604	1432
1737821	43125
828607	62988
2388482	146903
1731217	11318
12844	2177
1217773	46933
510488	14586
361808	7898
21943	633
1006907	51164
854432	35842
23702	144
692975	8206
208	36
422019	2719
117100	721
537315	39870
167469	4003
391927	33253
53435	523
221142	19889
380403	20476
253174	24995
622370	12157
511392	3873
349896	2543
160756	8637
24688	395
38557	325
138695	2053
347926	8154
29540	1751
454507	4556
375866	10330
444379	20249
340456	1247
170259	8357
3259	25
308438	16343
7956	569
109105	10155
176990	2979
147988	2733
130057	5362
59352	1080
184065	8895
448913	20767
6677	519
2822463	47668
25954	766
231294	17335
386497	14557
1267850	72128
37683	75
4836	195
89161	1021
8050783	239071
973668	43205
82596	2297
18863	129
355915	11522
188750	6721
121640	9416
80572	857
484708	3148
43075	2227
0	0
72484	2826
591866	1102
84319	91
477267	2136
392977	1304
78450	3339
43991	329
283722	28633
1319	78
654257	23632
123169	1277
2752	27
115060	8579
89337	5854
36396	1449
309398	2475
112513	279
263438	9414
261020	7537
187877	12733
429637	1805
4254	130
295490	13346
4555	188
15557	1351
319683	14739
19234147	182283
67128	335
10095	456
3491	308
661707	0
1847439	17293
5689698	145007
13411878	235580
525039	6032
664293	34240
1613284	19507
290489	881
1162433	41925
2688	605
2164758	60952
493496	8153
1332018	30829
1444840	55426
219435	7342
769701	32402
1708038	107780
662202	823
389828	779
890859	5618
164942	1929
309830	2738
77995	2184
1536349	63327
651870	15226
806099	26869
637345	14014
412231	46871
536117	19084
2130488	93599
1668355	28471
106745	350
1003055	1060
296340	10015
2813268	152530
206526	11394
403973	12794
274008	5253
141320	4164
1709292	125754
963582	10431
2310865	122039
550291	81787
32207	316
738166	4198
478405	14678
708093	91365
115311	223
479488	15352
503188	16970
39770100	1592493
170848	4911
46096	1076
344298	1043
307495	9776
163279	2732
83868	372
1982075	105056
692006	22148
37908	114
436840	39018
49159	639
1794534	128378
3311448	49238
16322	78
298302	17843
353162	11744
446440	10733
192651	4369
194103	4042
716764	25583
476250	21321
52765	424
744776	4319
214570	1463
2062884	25348
70816	47
184718	7550
530410	13943
131839	1872
235369	2442
32984	1370
8948	1756
193039	8718
166292	609
603366	9085
118901	1660
93143	862
10458	246
800117	10761
713136	29724
269229	3970
137878	713
46967	563
563186	26867
676984	13986
2035459	49845
23482	127
823228	18066
1025461	36843
317713	6159
310350	1578
830382	19658
409596	17112
50561	240
71144	1841
3753556	51946
85543	475
1003988	19177
155339	1423
124729	1362
57715	3193
66213	1647
22588	987
17956	124
347753	2386
52542	4013
1186	67
117527	1294
1493725	67344
148668	1137
571962	3819
425518	14390
124903	1208
79798	1914
163606	6238
124141	4877
211898	1778
572922	24772
1048751	42976
120230	0
60104	275
436444	2050
657029	29505
764560	37327
152022	1841
114224	1911
9928	14
336246	24256
1351229	25163
61568	79
99662	1611
158019	597
77313	774
164479	504
4142344	253280
453229	11478
1907287	107008
324223	8397
246030	6969
28191	3397
315688	6518
129946	9450
546103	24302
5161538	290560
202784	19062
42546	1450
88146	4430
150277	4336
628833	18359
201651	7724
3595550	156992
1980157	14032
104964	4305
2143	77
137808	8369
211476	2230
166840	8708
109717	7410
146136	3193
16844	102
3882452	144832
673709	31392
330128	11886
137357	1531
175187	27384
622756	20377
339768	5491
1349420	33753
967444	12211
638124	36412
17354	329
11412	76
400162	12060
2596	https://i.ytimg.com/vi/jdWhVZutmkg/default.jpg
186969	11860
285508	12470
1693269	4691
19974	642
594926	16073
139445	3649
67426	423
412454	2158
472865	23309
6069634	110745
180903	7505
30180849	1242233
8053628	212320
1824892	0
926293	15062
1214720	4029
4378130	202609
1233104	61208
732003	4166
7715756	180107
736843	21385
2106273	18995
114494	709
395555	14094
3610	810
404427	9699
672748	4938
841128	12890
1304168	57263
203330	7748
533243	763
479853	5469
684551	17966
1809206	20896
951968	36914
435188	14387
88314	1477
892730	1276
1339787	47871
349211	4342
14160344	244404
75893	98
1250660	21567
1106759	3336
571445	5333
612904	43784
749025	22572
629052	6565
646957	10257
758994	11578
2993	179
1500855	33552
45607	183
443983	4078
7039	291
1163186	39603
2067085	120529
652739	6198
100954	583
357427	6584
343942	19041
108919	228
861687	73891
110242	2821
54318	999
89251	876
783400	16678
9576	138
125743	6402
784979	22810
227578	6450
408527	7782
159586	1259
302559	14407
411888	2297
186769	2355
382898	21445
253710	3701
157828	8601
422151	807
2505868	147281
903921	28939
561948	11333
1123506	5846
4921380	205764
1183601	5844
2842871	166110
549462	2915
956095	17460
1599684	65103
2921518	129893
668973	18212
5557	226
65309	941
351182	2645
43192	1501
2989035	138408
476779	50363
183619	10199
340954	20924
3049308	141926
516932	3801
401736	7590
525686	14099
15515	17
814547	43652
334120	10760
2210918	96026
296239	10243
3029982	159998
281515	15044
384216	39508
122626	219
45250	2030
4089541	50700
207145	5711
80361	4398
215912	4256
1778645	3875
165903	13217
8245	25
989578	27080
496089	15268
544713	4559
231084	1342
107802	165
255024	12598
133509	2862
1754	60
140846	4658
522920	7601
920615	9920
148918	2258
753796	17113
287230	2172
86322	6174
60091	1293
174112	4801
522012	18074
43738208	1658758
277095	2510
371752	6749
47434	6254
43096	316
1447636	14642
400933	13806
335192	8628
1017275	5331
1007575	10772
703178	31866
391382	31852
168393	1323
549258	15579
130934	2646
55367	410
510828	45556
678161	41055
74646	4073
121482	388
44859	264
1071030	5438
135653	2894
4897523	63374
104845	1462
100842	5301
87038	4210
95346	741
149740	263
41508	326
1087167	83904
329699	6920
264978	21065
22656	1088
154453	76
143378	8463
322495	10578
10052	105
549758	4105
336759	2372
15746	1192
16023	81
76996	1709
615934	13861
147668	1438
308180	18235
389394	12480
107633	4265
2455	25
243149	4890
1112416	10475
242750	4457
792226	27230
81	12
501234	21992
975738	20429
307134	13243
291919	20918
436525	9264
258090	4508
97756	1614
66810	104
65272	1062
72722	977
252090	789
549889	7370
739340	10372
36112519	1355012
2114493	175183
2790741	83511
13697378	312974
3520365	255978
2313458	0
1865071	137897
2035996	98223
2786537	102347
3049769	236628
1748254	34458
1129543	19666
1504750	5414
415105	7661
6382446	247096
2213440	206786
760087	22674
156517	3155
560446	6725
601261	3875
887309	27505
905318	1129
7064	96
1276193	18820
275242	10932
69934	1284
9887128	209273
182089	991
186991	1887
391936	11666
337203	10862
824331	3300
139664	0
267660	4994
336586	2094
291588	9645
595287	12023
3439330	140769
73107	278
119408	1927
2260976	19820
1409832	56525
247354	1458
3932	865
433812	51640
499573	16453
119	38
152847	6216
675	219
78180	1340
360793	9449
428269	23185
277457	5621
129394	146
1312601	19417
360113	12570
841231	20797
579735	6155
31711	658
1219	213
60882	767
469378	3728
386413	13507
742354	6122
126410	7561
65688	13
219446	356
875665	14242
85183	3301
862369	54329
66517	90
309890	37021
4031	268
1729056	25481
1253476	65063
376322	14095
205576	1519
284630	1506
437527	4973
3292	99
1392393	60231
630198	9438
11203544	417156
641562	27774
137774	10459
292198	28341
1650461	12508
18940	1317
487581	24479
261689	8194
59245	1293
52241	366
307320	14897
844572	8144
206751	6480
54084	305
1921390	21613
1387381	49257
8092	87
1663930	42171
1017701	12710
507787	17652
102520	838
487797	1836
220749	11039
923567	1298
720823	3263
286917	6958
518783	4888
105161	4114
552376	4974
75455	481
1127163	3541
7152	59
156200	296
591485	22133
1068728	51117
2182	282
205621	825
1633974	35866
183584	1281
35679	624
17912	1535
171645	2984
2225855	125253
574933	35095
273860	17485
116428	2722
3605237	183419
325520	1633
52064	5331
2026	283
3220014	161115
1116446	3741
493961	11835
11499	358
9286	138
90216	1663
88488	3494
1524665	11331
247217	1692
11644	75
227365	1296
149849	13931
422913	2545
12240	540
77858	1361
757927	10169
3900052	149914
473077	15776
636373	0
462719	25735
499470	3083
107108	601
237347	1431
75328	0
4967	102
18269	1490
942770	18329
1495938	7791
1106696	84104
2881	90
84868	57
199356	8130
127775	3200
1398941	60102
1180803	19956
842085	4357
407054	20726
